team,year,region,seed,play-in,rd_1,rd_2,rd_3,rd_4,rd_5,rd_6,TPPG,TPPG_last3,FGPG,FGPG_last3,FTAPG,FTAPG_last3,FTMPP,FTMPP_last3,ORP,ORP_last3,ORPG,ORPG_last3,DRP,DRP_last3,DRPG,DRPG_last3,APG,APG_last3,FPG,FPG_last3,ASM,ASM_last3,ATR,ATR_last3,OE,OE_last3,DE,DE_last3
Oklahoma,2016,west,2,NA,1,1,1,1,0,0,10.4,8.7,27.6,23.7,20.2,23.3,19.975,24.421,0.294,0.241,9.4,6.7,0.726,0.726,26.7,23,14.5,11.3,16.8,15.3,10,3,1.126,0.68,1.091,1.018,0.956,0.977
Texas A&M,2016,west,3,NA,1,1,0,0,0,0,7.7,6.7,26.6,27,22.2,18,21.227,18.094,0.336,0.354,10.9,13.3,0.724,0.686,24.7,27,17,14.7,18,15.7,10.2,11,1.452,1.692,1.08,1.119,0.936,0.958
Duke,2016,west,4,NA,1,1,0,0,0,0,9.3,12,27.4,27.7,24,20.3,24.567,18.742,0.318,0.277,10.5,11,0.67,0.545,22.2,18.3,13.4,14.3,16.6,18.3,9.4,-2,1.372,2.048,1.154,1.111,1.021,1.138
Baylor,2016,west,5,NA,0,0,0,0,0,0,6.2,5.7,26.8,22.3,22.7,24,23.83,22.733,0.395,0.33,12.3,11,0.737,0.734,22,23,17.1,9.3,19.4,20.7,6.7,-0.3,1.334,0.636,1.102,0.942,1.006,0.947
Texas,2016,west,6,NA,0,0,0,0,0,0,7,4.3,24.7,22.3,22.7,17.7,21.909,15.922,0.299,0.27,9.8,10,0.697,0.705,22.2,18.3,11.5,10,20.8,21,3.3,-10.7,1.105,1.071,1.038,0.891,0.99,1.05
Oregon St,2016,west,7,NA,0,0,0,0,0,0,6.8,9.3,25.3,23.7,21.4,26.7,20.741,26.545,0.27,0.202,8.8,6,0.695,0.692,22.3,27,13.4,12,20.2,22.3,1.4,1.7,1.169,0.973,1.025,1.03,1.005,1.008
St Josephs,2016,west,8,NA,1,0,0,0,0,0,7.2,8,27,27,22.5,24.7,22.288,22.897,0.256,0.189,8.3,6.7,0.758,0.778,26.1,25.7,15,13.7,15.9,16.3,7.7,-3.3,1.482,1.414,1.07,1.117,0.964,1.162
Cincinnati,2016,west,9,NA,0,0,0,0,0,0,7.6,6.3,25.7,22,20.2,28.3,20.567,28.614,0.36,0.363,12.1,15,0.717,0.683,24.3,23.7,15.5,10.3,15.6,18.3,10.3,-4.3,1.402,1.033,1.061,0.972,0.911,1.031
VCU,2016,west,10,NA,1,0,0,0,0,0,7.3,5.3,28,27,20.2,24.7,19.436,22.55,0.318,0.322,10.8,12.7,0.741,0.822,23.5,29.3,14.4,10.7,19.5,20.7,10.2,8,1.261,1.143,1.072,0.999,0.93,0.891
N Iowa,2016,west,11,NA,1,0,0,0,0,0,8.1,6,23.4,20.3,16.9,19,19.593,20.446,0.149,0.057,4.2,1.7,0.744,0.721,23,25,11.8,5.3,15.3,15,4.6,4.3,1.237,0.696,1.04,0.938,0.968,0.87
Yale,2016,west,12,NA,1,0,0,0,0,0,6.4,8.3,26.2,27.3,23.6,22.3,22.755,22.319,0.381,0.386,11.6,10.7,0.79,0.822,25.4,24.7,15.1,14.7,18,15,11,15,1.115,1.158,1.079,1.14,0.92,0.922
NC-Wilmgton,2016,west,13,NA,0,0,0,0,0,0,7,6.3,27.8,26.7,21.9,19.3,21.156,19.736,0.297,0.307,10.1,10.3,0.722,0.745,24.3,23.3,13.2,10.7,23.8,22.7,6.4,4,1.157,1,1.07,1.081,0.983,1.021
WI-Grn Bay,2016,west,14,NA,0,0,0,0,0,0,7.1,8,29,26,27.6,34,22.769,28.924,0.298,0.202,11.2,6.7,0.708,0.678,24.1,27.3,13.9,11.7,19.8,19.3,2.7,8.3,1.156,1.346,1.046,1.066,1.012,0.958
CS Bakersfld,2016,west,15,NA,0,0,0,0,0,0,5.4,7,25.9,23.7,22.3,24.7,20.704,22.387,0.332,0.275,10.8,8.3,0.731,0.683,24.3,23,15,15,21.4,21.3,8.7,23,1.209,1.364,1.024,1.115,0.901,0.8
Holy Cross,2016,west,16,1,0,0,0,0,0,0,7.2,9,22.3,23.3,19.5,15.7,20.074,14.807,0.211,0.218,6.5,7.3,0.722,0.6,20.5,22,13.9,17,16.8,15.7,-4.3,10,1.279,2.125,0.97,1.001,1.035,0.848
Villanova,2017,east,1,,1,0,0,0,0,0,8.8,9.7,26.9,27,19.1,20.3,22.546,22.84,0.29,0.29,7.6,7.7,0.75,0.75,23.4,23.3,14.3,15,14.2,9.7,14.9,19,1.276,1.324,1.156,1.177,0.935,0.894
Duke,2017,east,2,NA,1,0,0,0,0,0,8.2,7.3,27.7,27.3,22.6,26.7,24.082,29.262,0.3,0.21,9.3,5.7,0.73,0.66,24.7,24,13.1,10.3,18.1,18.3,10.8,6.7,1.157,1,1.135,1.157,0.983,1.064
Baylor,2017,east,3,NA,1,1,0,0,0,0,6.6,6.3,25.8,24.3,18.9,21.7,20.237,22.928,0.38,0.49,11,13.3,0.72,0.71,23,21.7,15.5,14,17.7,18.3,8.6,4.7,1.151,0.913,1.077,1.07,0.948,0.999
Florida,2017,east,4,NA,1,1,1,0,0,0,7.8,7,26.6,26,23.9,16.7,23.831,15.941,0.3,0.22,9.9,7.7,0.73,0.83,24.1,28,12.6,9.7,18.6,18,11.7,0.3,1.066,0.829,1.076,0.989,0.915,0.985
Virginia,2017,east,5,NA,1,0,0,0,0,0,7,9.7,24.9,24.3,13.8,11,15.623,13.726,0.26,0.25,7.3,7.3,0.79,0.79,22.3,21.3,14.2,13.7,16.2,17,11,8,1.495,1.64,1.064,1.098,0.888,0.966
S Methodist,2017,east,6,NA,0,0,0,0,0,0,8.1,9.3,26.2,27.7,20.4,27,21.706,29.564,0.37,0.32,10.8,7,0.76,0.74,25,24.7,16.4,17.7,14.4,14.3,14.7,18.7,1.499,1.514,1.142,1.252,0.917,0.976
S Carolina,2017,east,7,NA,1,1,1,1,0,0,6.6,5.7,24.3,19.3,23.6,27,22.52,25.579,0.32,0.28,10.7,10.3,0.7,0.68,21.6,19.7,12.5,10.3,20.9,19.7,6.9,-3.3,0.928,0.838,0.986,0.898,0.891,0.946
Wisconsin,2017,east,8,NA,1,1,0,0,0,0,7.6,10.7,26.3,26.3,18.9,14,18.128,11.624,0.34,0.3,10.7,9.3,0.77,0.72,23.8,24.3,13.7,14,15.8,12,11.3,18.3,1.26,1.615,1.08,1.12,0.912,0.83
VA Tech,2017,east,9,NA,0,0,0,0,0,0,8.8,8.7,27,27,22.3,25.7,22.896,29.157,0.21,0.22,6.2,6.7,0.71,0.65,23.5,20.7,15.1,14,16.4,19,4.8,-0.7,1.245,1.312,1.106,1.162,1.038,1.171
Marquette,2017,east,10,NA,0,0,0,0,0,0,10.5,13,28.8,30,18.4,18,19.817,19.515,0.25,0.2,7.5,6,0.72,0.7,23.1,22.3,16.5,16.3,19.4,19.3,7.5,4.3,1.357,1.441,1.139,1.189,1.035,1.13
USC,2017,east,11,1,1,0,0,0,0,0,7.8,5.7,27.2,25.3,22.3,24.7,22.706,26.854,0.29,0.23,9.5,7,0.71,0.72,23.6,20.7,15.3,14.7,15.9,16.3,5.5,6.3,1.376,1.467,1.084,1.065,1.008,0.975
NC-Wilmgton,2017,east,12,NA,0,0,0,0,0,0,9.5,10,30.1,30,19.5,29.3,18.659,30.033,0.31,0.31,10.3,8.7,0.74,0.8,21.9,22,15.6,17.7,19.9,18,9,9.7,1.597,1.767,1.154,1.286,1.029,1.15
E Tenn St,2017,east,13,NA,0,0,0,0,0,0,7.5,7,27.5,25,24.4,26,23.032,29.295,0.28,0.23,8.2,6,0.75,0.75,24.7,23.3,14.8,12,20.3,19,10.2,7,0.994,1.091,1.076,1.101,0.939,1.002
N Mex State,2017,east,14,NA,0,0,0,0,0,0,7.4,6.7,26.2,21,25,33,24.929,33.846,0.36,0.33,11.6,9.7,0.74,0.69,25.3,25.3,14.7,12,18.6,17.7,9.4,14,1.068,0.72,1.091,1.055,0.959,0.849
Troy,2017,east,15,NA,0,0,0,0,0,0,8.4,9.3,25.6,28,23.2,25,23.493,24.952,0.28,0.17,9,4.3,0.72,0.76,23.8,24.3,12.5,16,17.8,16.7,3.5,17,1,1.778,1.071,1.19,1.021,0.945
Mt St Marys,2017,east,16,1,0,0,0,0,0,0,7.2,6.7,24.4,26,18.1,21.7,17.366,21.009,0.21,0.22,6.5,6.7,0.68,0.72,21.3,24,11.1,8.7,18,17,-0.3,7.3,0.848,0.619,0.972,1.014,0.976,0.913
Kansas,2017,midwest,1,NA,1,1,1,0,0,0,8.7,9.3,29.6,28.3,22.3,21.3,20.197,20.77,0.34,0.29,10.9,8.7,0.72,0.73,25.4,26.3,16.3,15,18.1,15.7,10.3,4,1.243,0.938,1.123,1.083,0.983,1.03
Louisville,2017,midwest,2,NA,1,0,0,0,0,0,7.1,6,27.9,27.3,21.3,21.3,20.604,22.332,0.36,0.33,12.2,10.7,0.74,0.75,25.2,26.3,13.6,12.7,19.4,21,11.7,-1.3,1.218,1.152,1.095,1.088,0.93,1.107
Oregon,2017,midwest,3,NA,1,1,1,1,0,0,8.6,7,28,26.3,20,24,19.946,26.166,0.3,0.28,8.9,8.7,0.73,0.84,24.2,25.7,16.3,11,16.3,17,13.3,9.3,1.393,1.435,1.111,1.129,0.923,0.993
Purdue,2017,midwest,4,NA,1,1,0,0,0,0,9,6.7,27.9,25.7,20,21.7,21.117,24.424,0.29,0.24,8.6,7.3,0.78,0.69,26.5,23.3,18.1,15.3,15.8,17.3,13,3.7,1.388,1.394,1.109,1.078,0.93,1.025
Iowa State,2017,midwest,5,NA,1,0,0,0,0,0,10,10,29.4,31,17.3,19.7,16.453,18.855,0.24,0.22,8,5.7,0.7,0.72,24.4,26,15.8,15,15.9,16,8.9,12,1.558,1.5,1.103,1.207,0.982,1.037
Creighton,2017,midwest,6,NA,0,0,0,0,0,0,8.7,7.7,30.7,25.3,16.8,16,15.554,13.876,0.22,0.17,6.5,5,0.72,0.78,25,22,17.2,12.7,16.6,20,8.9,0.3,1.384,0.884,1.101,0.948,0.981,0.944
Michigan,2017,midwest,7,NA,1,1,0,0,0,0,9.4,7.7,26.3,28,16.8,17.3,19.866,20.448,0.24,0.19,6.5,5.7,0.72,0.7,20.7,21.7,13.6,12.3,15.1,13.7,9.1,10.3,1.441,1.321,1.142,1.134,1.004,0.983
Miami (FL),2017,midwest,8,NA,0,0,0,0,0,0,6.4,7.3,24.8,19.7,18.8,15.7,20.111,17.291,0.31,0.23,9.3,6.3,0.76,0.72,23.5,19.7,11.9,9.7,15.5,15.3,5.7,-9.7,0.936,0.806,1.036,0.929,0.951,1.086
Michigan St,2017,midwest,9,NA,1,0,0,0,0,0,7.8,8,25.8,23,18.6,16.3,17.75,17.67,0.29,0.36,8.7,12.7,0.75,0.79,25.9,26,17,14,20.2,19.7,3.4,6.3,1.199,1.273,1.03,1.019,0.981,0.92
Oklahoma St,2017,midwest,10,NA,0,0,0,0,0,0,9,11,28.8,29.7,23.4,15.7,24.724,18.091,0.36,0.29,11.5,10.7,0.71,0.78,22,23,14.7,14.3,22.2,18,7.2,-5.7,1.104,1.654,1.141,1.135,1.044,1.212
Rhode Island,2017,midwest,11,NA,1,0,0,0,0,0,6.2,6.3,26.1,28.7,22.9,22,21.552,19.185,0.33,0.31,10.7,9.7,0.75,0.79,23.7,26.7,13.5,14.3,20.9,17.3,8.5,12.7,1.183,1.132,1.056,1.108,0.933,0.926
Nevada,2017,midwest,12,NA,0,0,0,0,0,0,9.2,8.7,26.7,26.3,24.8,27.7,24.027,28.069,0.3,0.28,9.7,8.3,0.76,0.81,26.6,28.7,16.1,12.7,16.7,15,9,11,1.441,1.152,1.102,1.127,0.977,0.975
Vermont,2017,midwest,13,NA,0,0,0,0,0,0,6.3,7.3,26.9,27,18.9,16,19.893,17.26,0.29,0.27,8.2,7.7,0.75,0.8,22.5,24.7,13.2,13.7,16.1,13,10.5,27,1.188,1.864,1.103,1.165,0.944,0.728
Iona,2017,midwest,14,NA,0,0,0,0,0,0,9.8,9.3,28,26.7,19.2,22.7,19.814,27.767,0.25,0.22,8.4,6.7,0.7,0.53,24.8,20,15.6,14,19.2,20,4.1,9,1.292,1.4,1.08,1.148,1.025,1.023
Jksnville St,2017,midwest,15,NA,0,0,0,0,0,0,7.2,8.7,24.4,24.3,18.1,13.3,19.426,18.248,0.31,0.32,8.8,7.7,0.74,0.68,23.4,23.7,13.8,13,18.2,11,0.9,13.3,1.021,1.147,1.034,1.134,1.021,0.912
UC Davis,2017,midwest,16,1,0,0,0,0,0,0,6.1,3.3,24.1,21,22.9,22.3,20.942,21.854,0.26,0.3,8.2,10.7,0.74,0.79,23.5,27.7,12.5,9,19.7,14.7,0.5,5.3,0.879,0.675,0.961,0.865,0.954,0.789
N Carolina,2017,south,1,NA,1,1,1,1,1,1,7.2,6,30.8,31.3,21.8,19,20.789,20.985,0.41,0.39,13.8,12.7,0.77,0.76,26.1,22.3,18.2,21,17.9,20.7,13.4,7.3,1.533,2.1,1.139,1.171,0.958,1.068
Kentucky,2017,south,2,NA,1,1,1,0,0,0,7.1,6,30.3,24,26.5,30,23.947,27.931,0.33,0.26,11.2,8.3,0.76,0.72,25.8,25.3,15.7,12,19.4,21,14.3,8,1.315,1.241,1.119,1.046,0.933,0.933
UCLA,2017,south,3,NA,1,1,0,0,0,0,9.9,6.7,33.7,26.3,17.5,20,17.054,22.08,0.28,0.23,8.6,7.3,0.74,0.78,28.5,28.7,21.5,19,16.4,18.7,15,0,1.861,1.629,1.185,1.007,0.988,1.007
Butler,2017,south,4,NA,1,1,0,0,0,0,7.6,6,26.8,25.3,20.3,16.7,21.857,19.787,0.26,0.21,7.5,6,0.75,0.69,22,16.3,13.2,11,18.9,17.3,7.9,-0.7,1.298,1.269,1.109,1.06,0.994,1.071
Minnesota,2017,south,5,NA,0,0,0,0,0,0,6.2,3.3,26.2,23.3,23.8,18,22.601,19.687,0.27,0.33,9.3,11,0.74,0.71,26.8,24,14.9,9.3,16.8,17.7,6.2,-6.3,1.278,0.875,1.012,0.954,0.928,1.05
Cincinnati,2017,south,6,NA,1,0,0,0,0,0,7.5,7.3,27.2,24,19.3,27,19.37,32.008,0.35,0.35,10.8,10.7,0.74,0.71,23.4,21.7,16,9,16,20,14.5,16.3,1.574,1.421,1.105,1.177,0.891,0.924
Dayton,2017,south,7,NA,0,0,0,0,0,0,8.1,8,25.6,26.7,24,23,23.216,20.3,0.23,0.21,7,6.3,0.76,0.7,24.5,23,15.7,16.3,18.8,20.3,9.2,-1.7,1.322,1.485,1.065,1.072,0.936,1.095
Arkansas,2017,south,8,NA,1,0,0,0,0,0,6.6,5.3,27.9,29.7,23.5,16,24.389,18.215,0.31,0.27,9.7,8.7,0.69,0.67,23.7,27.3,14.2,13.3,20.5,17.7,6.5,11,1.216,1.25,1.095,1.066,1.006,0.915
Seton Hall,2017,south,9,NA,0,0,0,0,0,0,6.1,6,26.4,24.7,22.2,16,20.093,19.926,0.34,0.33,11.6,9.7,0.77,0.75,24.9,23.3,12.3,10.7,18.6,16,3.1,3.3,0.908,0.821,1.029,1.047,0.985,0.996
Wichita St,2017,south,10,NA,1,0,0,0,0,0,8.7,7.3,27.8,22,24,34.3,24.481,36.53,0.32,0.32,9.9,11,0.8,0.76,26.7,29,16.4,9,18.8,18.3,19.3,20.3,1.477,0.844,1.139,1.096,0.871,0.806
Kansas St,2017,south,11,1,0,0,0,0,0,0,7.1,5.3,24.8,21,21.9,20,21.837,20.942,0.28,0.17,8.2,4.7,0.69,0.66,22.2,21.7,14.9,13,17.7,14.7,4.8,6,1.144,1.182,1.036,0.972,0.967,0.875
Middle Tenn,2017,south,12,NA,1,0,0,0,0,0,6.4,7,27.9,30,17,23.7,17.619,23.462,0.29,0.28,8.4,8,0.78,0.71,24.4,27,15,16.7,18.2,19.3,10.9,17.7,1.447,1.852,1.098,1.178,0.937,0.929
Winthrop,2017,south,13,NA,0,0,0,0,0,0,9.7,11,26.6,26,22.8,26.3,22.008,25.537,0.25,0.23,8,7.3,0.73,0.77,25.9,30.3,12.9,12.3,18.6,17,8.1,11.3,0.982,1,1.064,1.073,0.955,0.926
Kent State,2017,south,14,NA,0,0,0,0,0,0,7,5.3,27,22.7,20.9,25.3,20.447,26.568,0.37,0.27,12.9,8.3,0.72,0.77,24,25,12.3,9,19.2,18.7,3.1,3.3,0.941,0.844,1.035,1.014,0.993,0.964
N Kentucky,2017,south,15,NA,0,0,0,0,0,0,8.8,9.3,25.8,27,21.3,17.7,20.172,16.622,0.3,0.21,9.2,6.3,0.75,0.78,24.5,25.3,13.4,11.7,17.8,14.7,3,7,1.005,1.167,1.046,1.069,1.004,0.969
TX Southern,2017,south,16,NA,0,0,0,0,0,0,5.8,4,24.8,21.3,25.8,28.7,26.389,28.91,0.31,0.3,10.2,8.3,0.68,0.66,22,27.3,11.8,12,17.4,16.7,2.6,7.7,1.008,0.8,1.038,0.942,1.002,0.835
Gonzaga,2017,west,1,NA,1,1,1,1,1,0,7.3,4,30.4,28,22.4,21.7,22.817,25.949,0.28,0.21,7.9,5,0.77,0.83,29.2,29.7,16,11.3,16.4,14.3,23.4,19.7,1.422,1.133,1.166,1.141,0.843,0.852
Arizona,2017,west,2,NA,1,1,0,0,0,0,6.7,8.7,26.2,29,22.6,29,24.834,27.773,0.3,0.21,8.6,5.7,0.76,0.76,25.2,25.7,13.8,14,17,21,10.8,9.3,1.203,1.2,1.106,1.188,0.949,1.061
Florida St,2017,west,3,NA,1,0,0,0,0,0,6.9,4,29.8,26.7,23.2,18.7,21.747,19.727,0.34,0.37,10.6,11.7,0.72,0.89,24.5,26,14.7,11.7,19.4,17.3,11.2,3.7,1.244,0.946,1.116,1.025,0.965,0.972
W Virginia,2017,west,4,NA,1,1,0,0,0,0,7.6,8,29,22.7,24.2,17.3,22.062,14.125,0.37,0.31,12.8,11,0.7,0.76,21.7,24.7,16.7,12.7,20.4,17.7,15.6,1.7,1.365,1.118,1.102,0.948,0.892,0.923
Notre Dame,2017,west,5,NA,1,0,0,0,0,0,9.4,8,27.6,26.3,16.9,16.7,19.344,17.599,0.25,0.23,7.7,7.3,0.71,0.71,22.9,19,16,12.7,14.8,12.3,8.8,3.7,1.689,1.652,1.12,1.091,0.994,1.036
Maryland,2017,west,6,NA,0,0,0,0,0,0,8.3,7.3,25.1,25.7,21.5,14.7,21.491,16.029,0.28,0.3,8.6,8.7,0.7,0.65,23.6,20,14.2,14.3,18.6,17.3,5,5,1.092,1.387,1.051,1.101,0.98,1.02
St Marys,2017,west,7,NA,1,0,0,0,0,0,8.8,10.7,26.3,27.7,14.1,9.3,17.034,10.329,0.32,0.25,8.4,6.7,0.81,0.76,24.8,24.3,16.8,16.7,14.8,14.7,15.5,12,1.591,1.515,1.161,1.126,0.911,0.94
Northwestern,2017,west,8,NA,1,0,0,0,0,0,7.1,6.3,25.3,24.7,17.8,15.7,19.562,19.036,0.28,0.32,8.6,7.7,0.72,0.69,23.2,18.3,15.2,13,19,14.7,6,0.7,1.443,1,1.039,1.073,0.951,1.063
Vanderbilt,2017,west,9,NA,0,0,0,0,0,0,9.9,10,23.4,21.3,18.9,16.7,21.333,20.169,0.23,0.17,6.9,5.7,0.74,0.78,24.8,27.7,13,10.3,16.6,13,3.1,7,1.05,0.969,1.038,0.96,0.993,0.86
VCU,2017,west,10,NA,0,0,0,0,0,0,5.8,5,27.1,30,21.2,19.3,20.793,16.127,0.29,0.27,9.1,9.7,0.75,0.81,24.2,26.7,15.5,18,20.6,17,8.7,11,1.214,1.929,1.044,1.06,0.923,0.908
Xavier,2017,west,11,NA,1,1,1,0,0,0,7,6.7,25.8,25.3,23.3,18,22.852,18.422,0.33,0.28,10.4,7,0.77,0.76,24,21.7,14.8,13,18.7,13.7,3.3,4.3,1.159,0.975,1.062,1.041,1.015,0.976
Princeton,2017,west,12,NA,0,0,0,0,0,0,9.9,8,25.3,28.3,14.1,15,15.597,17.866,0.22,0.25,6.9,8.7,0.78,0.74,22.9,22.7,13.7,13.7,16.1,14.3,8.7,16.3,1.367,2.278,1.065,1.141,0.935,0.898
Bucknell,2017,west,13,NA,0,0,0,0,0,0,8.1,7.3,26.9,28.7,20.8,16,19.693,15.044,0.26,0.22,7.8,7,0.75,0.74,24.6,27.3,14.6,17.3,18.5,19.3,8.8,12.3,1.102,1.625,1.062,1.044,0.94,0.875
Fla Gulf Cst,2017,west,14,NA,0,0,0,0,0,0,6.3,6.3,28.2,30.7,19.7,16,19.61,17.35,0.34,0.39,9.9,11.7,0.73,0.77,24.2,26,14,15.3,18.9,17.3,6.1,19.3,1.132,1.438,1.094,1.18,1.007,0.892
North Dakota,2017,west,15,NA,0,0,0,0,0,0,6.8,8.3,28,29.3,21.6,25.3,20.986,23.927,0.25,0.18,7.9,6,0.74,0.74,24.7,30.3,14.8,15.7,21.5,22,4.4,10.7,1.07,1.27,1.046,1.098,0.988,0.961
S Dakota St,2017,west,16,NA,0,0,0,0,0,0,9.2,6.3,25.2,26.7,22.6,23.3,24.292,26.427,0.26,0.35,7.8,10,0.74,0.76,24.6,25.7,13,10,17.1,18,-1.1,5,1.017,0.732,1.078,1.094,1.093,1.025
Villanova,2018,east,1,NA,1,1,1,1,1,1,11.4,12.7,31,30,17.6,16,18.686,19.221,0.275,0.391,8.1,11.3,0.772,0.802,24.7,24.3,16.7,14.7,15.9,14,16.2,17.7,1.611,1.467,1.197,1.267,0.975,1.005
Purdue,2018,east,2,NA,1,1,0,0,0,0,9.6,9.3,28.2,26,20.5,20,21.732,21.215,0.259,0.256,7.2,6.7,0.743,0.706,24.9,24,16.7,12.7,15.5,19.3,15.5,2,1.565,1.226,1.16,1.142,0.938,1.111
Texas Tech,2018,east,3,NA,1,1,1,0,0,0,7,7,26.2,24.7,22.7,22.7,22.557,23.036,0.322,0.262,9.5,7.3,0.747,0.718,23.2,24.7,13.5,13,18.2,18,10.5,1.7,1.085,1.258,1.067,1.077,0.917,1.052
Wichita St,2018,east,4,NA,0,0,0,0,0,0,9.1,7,29.1,23.7,21.3,26.7,21.783,29.624,0.334,0.284,10.2,8.3,0.802,0.783,26.6,24,18.5,15,17.6,17.7,11.7,1.3,1.603,1.364,1.148,1.088,0.987,1.068
W Virginia,2018,east,5,NA,1,1,0,0,0,0,8.8,8.7,27.8,24,20,19.3,21.194,21.503,0.346,0.301,12.2,10.3,0.714,0.756,22.1,21.7,15.1,13.7,21.3,20.7,10.6,1.7,1.33,1.139,1.103,1.046,0.956,1.021
Florida,2018,east,6,NA,1,0,0,0,0,0,9.1,10,26.3,26.7,20,18,20.291,17.459,0.273,0.25,9.2,8,0.724,0.598,22.9,21.3,13,12.3,17.2,20.3,6.6,8.7,1.317,1.48,1.074,1.122,0.98,0.993
Arkansas,2018,east,7,NA,0,0,0,0,0,0,7.8,6,29,23,22.6,26.3,20.849,30.081,0.275,0.33,8.7,10,0.704,0.634,23.2,19.7,14.5,9.3,20.2,17.3,5.6,-1.7,1.316,0.933,1.101,1.096,1.026,1.122
VA Tech,2018,east,8,NA,0,0,0,0,0,0,8.8,7.3,28.2,23.3,20.7,15.7,20.417,17.375,0.219,0.2,6.5,6,0.721,0.711,24,19.7,16.5,14,15.7,16.3,8,-2,1.386,1.135,1.111,0.978,1,1.008
Alabama,2018,east,9,NA,1,0,0,0,0,0,6.4,6.7,25.3,25.3,22.9,20.3,21.392,20.54,0.28,0.29,8.9,9.7,0.722,0.74,24.9,24.7,12.5,10,19,19.7,2.4,-1.3,0.886,0.75,1.006,1.027,0.973,1.046
Butler,2018,east,10,NA,1,0,0,0,0,0,8.2,7,29.2,26,16.2,15.3,17.16,17.916,0.242,0.217,7.4,6.7,0.772,0.671,23.2,18.3,14,10,18.2,16.7,6.3,-8.3,1.252,1.071,1.085,1.06,0.998,1.184
St Bonavent,2018,east,11,1,0,0,0,0,0,0,7.8,8.7,26.4,25.7,23.1,19.7,24.182,19.116,0.29,0.287,9,8.3,0.737,0.744,23.7,21.3,14.2,14,20,17.7,6.9,0.7,1.24,1.448,1.082,1.121,0.986,1.111
Murray St,2018,east,12,NA,0,0,0,0,0,0,8.4,7.3,26.9,24,20.9,21.7,21.993,21.821,0.309,0.233,9,7,0.747,0.806,24.8,29,14.3,11.7,17.4,17.7,11.3,11,1.224,1,1.119,1.023,0.955,0.863
Marshall,2018,east,13,NA,1,0,0,0,0,0,10.1,11,29,25.7,20.4,23.7,19.887,27.669,0.201,0.245,6.6,8,0.705,0.714,26.1,26.7,16.9,15.3,17.4,15.7,4.5,8.3,1.288,1.643,1.065,1.139,1.008,1.024
Ste F Austin,2018,east,14,NA,0,0,0,0,0,0,7,6.3,27.4,25.7,23.2,22.7,21.919,23.778,0.316,0.384,9.7,12.7,0.732,0.794,22,25.7,13.6,13.7,21.7,18.3,9.8,12.7,0.901,0.976,1.053,1.061,0.922,0.88
CS Fullerton,2018,east,15,NA,0,0,0,0,0,0,5.1,3.3,24.8,23.7,24.2,21.7,24.771,24.188,0.232,0.156,6.6,4.7,0.736,0.724,24.3,28,12.4,13,18.2,18,1,7,0.855,1.114,1.008,0.977,0.994,0.876
Radford,2018,east,16,1,0,0,0,0,0,0,7.7,5.7,23.3,17,17.3,24.3,19.281,32.314,0.305,0.247,9.2,8,0.739,0.744,21.4,19.3,11.9,7,16.7,11.3,2.1,6,0.992,1.105,1.015,1.01,0.983,0.906
Kansas,2018,midwest,1,NA,1,1,1,1,0,0,10.1,11.3,30.1,30.7,15.9,13,15.516,13.605,0.278,0.289,8.4,8,0.708,0.657,24.2,23,17,16.7,15.3,14,10.6,13.7,1.456,1.389,1.137,1.195,0.99,0.996
Duke,2018,midwest,2,NA,1,1,1,0,0,0,8.3,7.7,30.5,28.7,21.6,18.3,20.922,16.444,0.379,0.344,12,10.3,0.741,0.699,27.3,28.7,17.5,16.7,15.6,12.7,15.1,7.7,1.389,1.19,1.158,1.055,0.952,0.95
Michigan St,2018,midwest,3,NA,1,0,0,0,0,0,8.4,6.7,28.6,23.7,20.5,13,21.981,17.503,0.35,0.351,10,11,0.766,0.768,28.6,24.3,19.3,10,18.1,18.3,16.2,-1,1.467,0.938,1.154,1.034,0.923,1.05
Auburn,2018,midwest,4,NA,1,0,0,0,0,0,9.8,8.7,27.1,21.3,24.7,28.3,25.866,30.344,0.319,0.221,10.8,9,0.737,0.755,24.4,24.7,14.4,11,19.8,22,10.1,-6,1.176,1,1.113,0.971,0.979,1.049
Clemson,2018,midwest,5,NA,1,1,0,0,0,0,8.3,7.3,25.3,21.3,19,20.3,20.842,25.805,0.258,0.282,7.7,8,0.76,0.704,25.3,23,13.2,11.3,16,17.7,7.5,-0.3,1.09,1.062,1.06,1.032,0.952,1.037
TX Christian,2018,midwest,6,NA,0,0,0,0,0,0,8.5,5.7,30,24.7,20.5,21,19.876,18.754,0.326,0.276,9.6,9,0.763,0.847,23.8,24,18.8,13,16.8,16.7,7.1,0.3,1.48,0.951,1.135,0.961,1.039,0.956
Rhode Island,2018,midwest,7,NA,1,0,0,0,0,0,6.8,10.3,28.4,27.3,18.7,17.3,18.76,15.691,0.299,0.331,9.9,13,0.743,0.747,21.7,24.7,15.4,16,19.1,16,8.6,3.3,1.45,2.087,1.082,1.113,0.961,1.064
Seton Hall,2018,midwest,8,NA,1,0,0,0,0,0,7.3,6.3,28.6,25.3,21.1,20,19.965,22.869,0.323,0.253,10.6,7.7,0.741,0.752,24.8,26.3,15.8,13.7,17.7,15,5.7,1.7,1.234,1.242,1.081,1.043,1.003,1.02
